ducha	N	2-5	instalaron unha ducha no baño .	os seus amigos organizaron unha ducha de bebé para ela cando esperaba .	F
peche	N	10-4	necesitaba sufrir antes de poder chegar a unha sensación de peche .	o rápido ritmo de peche da nave deulles pouco tempo para evitar unha colisión .	F
desexo	N	3-4	cumpriu o seu desexo .	foi o seu último desexo .	F
épico	A	1-2	tradición épica .	unha viaxe épica .	F
medir	V	4-0	esta táboa de superficies mide 20 polgadas por 36 polgadas .	medir a lonxitude da parede .	F
visual	A	2-1	estimulación non visual .	poderes visuais .	F
sentir	V	3-0	este robot pode sentir a presenza de persoas na sala .	sentía a la .	F
viaxe	N	6-1	gustáballe vender , pero odiaba a viaxe .	unha viaxe ácida .	F
saltar	V	2-2	o adestrador saltou o tigre a través do glaciar .	os magos saltaron a muller co abrigo de pel .	F
broma	N	9-2	considerei a súa campaña para o alcalde como unha broma .	dixo unha broma graciosa .	F
avanzar	V	2-1	estamos a avanzar co tempo .	estamos avanzando na tecnoloxía todos os días .	F
gótico	A	1-2	migracións góticas .	novelas góticas como frankenstein .	F
inspirar	V	5-5	o artigo sobre o artista inspirou a exposición da súa obra recente .	o paciente ten problemas para inspirar .	F
espectral	A	1-1	cores espectrais .	emanacións espectrais .	F
alivio	N	3-4	gozaba do seu alivio da responsabilidade .	preguntou á enfermeira para alivio da dor constante .	F
arrendatario	N	5-6	o meu tío é o arrendatario do piso onde vivo .	o propietario pode desaloxar a un arrendatario que non paga o aluguer .	F
parada	N	5-5	o organista sacou todas as paradas .	o terceiro baseman fixo algunhas paradas notables .	F
científico	A	2-1	unha visión científica .	xornadas científicas .	F
berro	N	1-1	os berros atraeron os veciños .	os berros dos animais enchían a noite .	F
actitude	N	2-2	asumiu unha actitude de rendición .	tiña a actitude de que o traballo era divertido .	F
facilitar	V	2-1	o estímulo facilita un impulso retardado .	podes facilitar o proceso compartindo os teus coñecementos .	F
club	N	2-2	ingresou nun club de golf .	levaba un club en defensa propia .	F
piscina	N	3-1	todos colaboraron na piscina .	unha piscina de coches .	F
existencial	A	8-2	os lóxicos formais non están relacionados con cuestións existenciais .	un momento existencial de elección .	F
convidar	V	2-1	os organizadores convidan á presentación de propostas para a conferencia .	podo convidarte a cear o domingo pola noite ?	F
esculpir	V	0-2	esculpir un glaciar dun bloque de xeo .	está a esculpir o bloque de mármore nunha imaxe do seu marido .	F
experimental	A	1-1	física experimental .	resultados experimentais que apoian a hipótese .	F
perversión	N	2-5	era unha perversión da xustiza .	os gabiáns da planta mostran perversión .	F
deber	V	1-3	ela débeme 200 .	esta nova teoría debe moito á teoría da relatividade de einstein .	F
indulxencia	N	1-8	demasiada indulxencia desperdicia un neno .	na idade media a venda sen restricións de indulxencias por parte dos pardonarios converteuse nun abuso xeneralizado .	F
escoitar	V	2-2	o xurado escoitou todas as probas .	temos que escoitar ao experto antes de tomar unha decisión .	F
hábito	N	3-1	os bufos teñen hábitos nocturnos .	un hábito de espallar .	F
impulso	N	1-1	o impulso deixouno inconsciente .	o impulso do coche levouno fóra da estrada .	F
voo	N	2-1	collín o voo do mediodía para chicago .	un voo de fantasía .	F
conflito	N	2-2	notou un conflito nas datas das dúas reunións .	o seu conflito de intereses fixo que non fose elixible para o posto .	F
can	N	1-1	o can ladraba toda a noite .	un can con sorte .	F
secuencia	N	4-4	o doutor viu unha secuencia de pacientes .	tocaba as trompetas en secuencia .	F
molar	A	1-2	dentes molares .	tales problemas molares de personalidade como as funcións do ego- r.r.hunt .	F
sombra	N	5-3	é moito máis frío na sombra .	sentíase seguro á sombra do seu pai .	F
afogar	V	9-2	o equipo debeu ter gañado as mans , pero afogouno , decepcionando ao adestrador e ao público .	o neno afogouse debaixo da almofada .	F
balón	N	1-3	o balón viaxou 90 mph no seu servizo .	un xogador con balón na man debe xogar a partir do balk .	F
capa	N	6-2	un símil ten polo menos dúas capas de significado .	unha segunda capa de pintura .	F
atender	V	0-1	atender a unha necesidade .	eles atenderon todo o que el dixen .	F
esperar	V	0-2	espero que comprenda que non pode esperar un aumento .	os meteorólogos esperan choiva para mañá .	F
circunstancia	N	2-2	atopouse en circunstancias difíciles .	pompa e circunstancia .	F
abusar	V	2-4	este patrón abusa dos seus traballadores .	o seu marido adoita abusar do alcohol .	F
reter	V	1-4	ela retén un avogado .	o pai está a reter o subsidio até que o fillo rouba o cuarto .	F
inimigo	N	7-1	el vía os avogados como o certo inimigo .	foron inimigos políticos durante anos .	F
político	A	2-2	a carreira política	o discurso político .	F
fiestra	N	4-5	meteu a cabeza pola fiestra .	podía velos a través dunha fiestra das árbores .	F
avance	N	2-2	fixeron grandes avances na produtividade .	oíase o avance das tropas inimigas .	F
explotar	V	1-0	el explota o novo sistema fiscal .	explota aos estudantes .	F
variación	N	2-5	patentou unha variación no areal .	quen é responsábel por estas variacións de tributación ?	F
gráfico	A	2-1	escenas sexuais gráficas .	presentación gráfica dos datos .	F
limitación	N	6-2	está a crecer rapidamente , sen limitacións á vista .	estatuto de limitacións .	F
utilizar	V	4-0	na casa só se utiliza o español .	utiliza os seus amigos para conseguir emprego .	F
totalitario	A	3-2	teoría e práctica totalitaria .	un réxime totalitario esmaga todas as institucións autónomas no seu afán de apoderarse da alma humana (arthur m.schlesinger , jr .	F
clímax	N	1-6	o clímax da carreira do artista .	o escenario máis triste é o clímax da obra .	F
filharmónico	A	3-1	o oído máis filharmónico está ás veces profundamente afectado por un aire simple .	xogadores filharmónicos .	F
grolo	N	2-3	botou un grolo de whisky .	rematárao nun só grolo .	F
libro	N	5-5	eles dirixen as cousas polo libro por aquí .	estou a ler un bo libro sobre economía .	F
esaxerar	V	1-4	el esaxerou onte á noite , cando fixo 100 pushups .	tendía a idealizar e esaxerar esta graciosa imaxinería do vello sur .	F
desfile	N	2-1	fixo un desfile das súas mágoas .	un desfile de paseantes no centro comercial .	F
caixa	N	3-4	e deulle unha caixa de chocolates .	remexeuse a través dunha caixa de repostos .	F
retagarda	N	6-6	o seu equipo dirixiuse cara á retagarda das divisións de tanques .	os soldados de infantería estaban na retagarda .	F
rudimento	N	6-3	o divertículo de meckel é o rudimento da membrana vitelina embrionaria .	só dominaba os rudimentos da xeometría .	F
sol	N	1-3	o sol e o vento esvazaban as matogueiras .	un resplandor de sol .	F
catalogar	V	2-6	está a catalogar os seus negativos fotográficos .	pasa as fins de semana a catalogar .	F
debuxar	V	2-3	esta cheminea debúxase moi ben .	pasaba o día debuxando no xardín .	F
voto	N	3-3	non conseguiu o voto negro .	só houbo 17 votos a favor .	F
restrición	N	5-0	estou disposto a aceptar certas restricións aos meus movementos .	restrición da infección a unha área focal .	F
protestar	V	4-2	é unha empresa para protestar contra os despedimentos .	o sospeitoso protestou pola súa inocencia .	F
indutivo	A	1-1	razoamento indutivo .	reactancia indutiva .	F
decretar	V	2-4	o rei decretou que todos os varóns primoxénitos fosen asasinados .	só o rei pode decretar .	F
preocupar	V	9-2	non podo durmir , a saúde da miña filla preocúpame .	o vello preocupáballe a súa virxindade .	F
dificultade	N	2-2	atopáronse serias dificultades para obter un reactivo puro .	solucionar as dificultades financeiras .	F
idade	N	3-4	era xa de idade escolar .	foi substituído pola súa idade .	F
mercantil	A	2-1	o norte mercantil estaba a forxar- van wyck brooks .	teorías mercantís .	F
magnetizar	V	1-3	ela magnetizou o público cos seus trucos .	o forte imán magnetizou as lascas de ferro .	F
sabor	N	4-3	o marisco tiña un sabor delicioso .	toma un bo sabor , vai gustar .	F
resistencia	N	8-4	estas árbores son amplamente plantadas debido á súa resistencia ao sal e ao smog .	o inimigo ofrecía pouca resistencia .	F
erro	N	7-5	ela foi rápida a apuntar os meus erros .	o libro está cheo de erros .	F
proporción	N	3-6	construción de grandes proporcións .	un martini seco ten unha gran proporción de xenebra .	F
filantrópico	A	1-2	contribucións filantrópicas .	unha sociedade filantrópica .	F
negar	V	1-1	el négalle a pensión semanal .	pedro negou a xesús .	F
distinción	N	4-2	é necesario facer unha distinción entre o amor e o namoramento .	ten a distinción de ser o restaurante máis barato da cidade .	F
documentar	V	2-1	os pais documentaron todos os pasos do desenvolvemento do seu fillo .	podes documentar as túas alegacións ?	F
levantar	V	0-0	levantar a prohibición .	levantar patacas .	F
reparar	V	0-0	repararon na súa cabana do bosque .	repararon o televisor .	F
esquelético	A	2-9	o sistema esquelético .	unha poboación de pesadelos de homes xordos e rapaces esqueléticos .	F
compartir	V	1-2	gustaríame compartir esta idea con vós .	os nenos comparten amor pola música .	F
troco	N	4-6	o negro perdeu o troco .	pagei con vinte e embolsei o troco .	F
manifestar	V	0-3	manifesta-la súa opinión .	miles de persoas manifestáronse en contra da mundialización durante a reunión dos países económicos máis poderosos de seattle .	F
escravo	N	4-1	cría na manumisión dos escravos .	un escravo da moda .	F
lavar	V	6-0	esta desculpa estúpida non se vai lavar no tribunal de tránsito .	lavar as toallas , por favor .	F
publicar	V	2-0	o xornal publicou a noticia do divorcio da parella real .	publicar unha revista ou xornal .	F
sofisticación	N	6-4	comprender as transformacións affinas require unha sofisticación matemática considerable .	practicaba a arte da sofisticación coa razón .	F
polimórfico	A	1-3	especie polimórfica .	o home é polimórfico e politípico .	F
imaxinar	V	3-1	el non a imaxinaba .	podes imaxinalo como presidente ?	F
liderado	N	6-2	cría que se podía ensinar o liderado .	o seu liderado inspirou ao equipo .	F
islam	N	1-1	o islam é predominante no norte de áfrica , oriente medio , paquistán e indonesia .	o islam é unha forma de vida completa , non unha relixión dominical .	F
evocar	V	0-0	evocar a compaixón .	evocou paxaros salvaxes no aire .	F
comunicación	N	3-5	cantas liñas de comunicación pode haber entre catro persoas ?	non podían actuar sen a comunicación oficial de moscova .	F
membranoso	A	1-1	gastrite membranosa .	placa membranosa .	F
présa	N	4-1	axiña lamentou a súa présa .	con présa para pechar a porta .	F
uterino	A	1-2	cancro uterino .	unha irmá uterina .	F
fixar	V	0-0	fixar un record .	fixar unha carreira .	F
defecto	N	4-3	esa interpretación é un defecto desafortunado da nosa falta de información .	se hai algún defecto , debes devolvelo ao fabricante .	F
mostra	N	3-2	eles recollía unha mostra de urina para o exame de urina .	unha destacable mostra de habilidade .	F
debuxo	N	0-1	debuxos de formas abstractas .	o debuxo aparece na figura 7 .	F
abertura	N	3-3	deixaron unha pequena abertura para o gato no fondo da porta .	había unha pequena abertura entre as árbores .	F
honrar	V	1-1	hoxe honramos aos nosos soldados .	nós honramos cheques e borradores .	F
asasino	N	9-5	foi emitido un mandado de busca internacional contra o asasino do primeiro ministro .	o exame foi un verdadeiro asasino .	F
verdade	N	7-2	a situación deunos a coñecer a crúa verdade da ameaza militar .	dixo a verdade .	F
verdade	N	3-4	era famoso pola verdade dos seus retratos .	pensou en contestar coa verdade pero sabía que non o crerían .	F
minuto	N	3-5	a só 10 minutos de distancia .	o tesouro está a 2 minutos e 45 segundos ao sur de aquí .	F
soño	N	4-8	a sobremesa é un soño .	fixo o seu traballo coma se fose un soño .	F
favor	N	4-5	esta temporada está a favor .	o resultado foi ao seu favor .	F
sacar	V	2-0	o profesor sacou aos nenos da aula .	sacar un libro .	F
xenérico	A	5-2	o acetaminofeno é a forma xenérica do fármaco propietario tylenol .	o nome xenérico .	F
criticar	V	2-2	o xornal criticou a nova película .	os que critican a outros moitas veces tampouco son perfectos .	F
emprego	N	1-2	buscan emprego .	está buscando emprego .	F
desenvolvemento	N	2-1	felicitounos polo desenvolvemento dun plan para afrontar a emerxencia .	o desenvolvemento das súas ideas levou moitos anos .	F
permiso	N	1-1	pediu permiso para marchar .	un permiso de dez días para visitar a súa nai .	F
lamentar	V	0-0	lamentamos a morte do neno .	lamentamos a perda de beneficios .	F
contrastar	V	5-2	o profesor da escola media contrastaba o traballo dos seus mellores alumnos co dos seus alumnos máis febles .	os estudantes contrastan considerablemente coas súas habilidades artísticas .	F
patolóxico	A	1-1	laboratorio patolóxico .	mentireiro patolóxico .	F
diagnóstico	A	0-3	diagnóstico da febre amarela .	proba de lectura diagnóstica .	F
palacio	N	1-1	o palacio decidiu a súa liberación .	o palacio emitiu unha orde que obrigaba a todos os asuntos .	T
violento	A	1-2	sentimentos violentos .	un ataque violento .	T
ansioso	A	3-3	botar unha mirada ansiosa detrás dela .	pasou unha noite ansiosa esperando os resultados da proba .	T
arrepentido	A	0-1	arrepentida dos erros que cometera .	sentiuse arrepentido pola súa xuventude desaparecida .	T
responsable	A	4-4	as termitas foron as responsables dos danos .	decidiuse quen era o responsable .	T
comezar	V	2-3	a dmz comeza xusto sobre o outeiro .	o segundo movemento comeza despois do allegro .	T
interior	A	2-5	da parte interior cara á exterior .	meteu a man no peto interior do abrigo .	T
descoidado	A	4-2	esquecido por algunha persoa descoidada .	unha empregada descoidada .	T
medorento	A	3-0	de súpeto mirou medorento .	medorento da súa vida .	T
desarmado	A	3-2	estaba soa e desarmada .	os campesiños desarmados foron derribados .	T
antes	R	3-4	como xa dixen antes .	xa a coñecía de antes .	T
indefinido	A	3-4	non respondería tan indefinido unha proposta .	ten que ser tan indefinido ?	T
rehabilitable	A	6-1	pasou da pena a unha filosofía rehabilitable (j.b.costello) .	tratamento rehabilitable .	T
perigoso	A	4-2	o paro alcanzou proporcións perigosas .	unha ponte perigosa .	T
invisible	A	1-1	raios invisibles .	remendo invisible .	T
diúrno	A	2-2	as oficinas diúrnas e nocturnas .	os animais diúrnos están activos durante o día .	T
inusual	A	11-2	el tiña a súa gran débeda co carácter e coa capacidade inusual da súa nai .	un gusto inusual polo diñeiro .	T
delgado	A	8-5	non se pode ser moi rico ou moi delgado .	yon cassius ten unha aparencia delgada e famélica (shakespeare) .	T
transparente	A	3-3	bolsas de plástico transparentes .	o aire está transparente e limpo .	T
inapropiado	A	1-1	medicación inapropiada .	roupa inapropiada para o campo de golf .	T
seco	A	4-3	un borgoña branco e seco .	unha bolsa branca seca .	T
primeiro	A	1-2	o primeiro día da primavera .	o seu primeiro fillo .	T
relativo	A	2-1	un estraño relativo .	un relativo descoñecido .	T
aristocrático	A	1-2	goberno aristocrático .	unha familia aristocrática .	T
estral	A	1-1	ciclo estral .	período estral .	T
auga	N	5-3	estaban sentados á beira da auga .	invadiron as nosas augas territoriais .	T
eléctrico	A	1-1	corrente eléctrica .	electricidade eléctrica .	T
semellante	A	3-2	eles usaban abrigos semellantes .	ten problemas semellantes aos meus .	T
desagradable	A	1-2	comportamento desagradable .	unha comida desagradable .	T
activo	A	1-6	era activa destacando as súas reivindicacións .	un director que ten un interese activo en operacións corporativas .	T
antisocial	A	2-2	un barrio antisocial .	unha natureza antisocial .. tímida e reservada .	T
submiso	A	2-2	os servos submisos .	unha resposta submisa .	T
recto	A	1-1	dentes rectos .	liñas rectas .	T
ocupado	A	4-3	mantén o tempo ben ocupado .	o baño está ocupado .	T
incapaz	A	0-0	incapaz de facer o traballo .	incapaz de levar unha melodía .	T
transversal	A	1-3	colon transversal .	desde o corredor transversal a escaleira ascende con gracia .	T
regular	A	1-2	deberes regulares .	fai chamadas regulares aos seus clientes .	T
eficaz	A	7-2	un motor arrefriado con aire foi máis eficaz que a vasoira de bruxa para o transporte rápido de longa distancia (lewismumford) .	unha lei eficaz .	T
goberno	N	3-4	normativa sobre o goberno dos cárceres .	tivo moita experiencia no goberno .	T
imperfecto	A	3-3	os mortais somos imperfectos .	tiña unha comprensión imperfecta das súas responsabilidades .	T
conxelado	A	4-2	nenos patinando nun regato conxelado .	o norte conxelado .	T
ocioso	A	2-2	un obreiro ocioso .	unha mente ociosa .	T
activo	A	0-2	activo como unha gacela .	un home activo é un home de acción .	T
inconstante	A	3-5	as súas afeccións inconstantes .	xuro non pola .. lúa inconstante (shakespeare) .	T
decidido	A	3-4	deulle unha resposta decidida .	unha moza capaz e decidida .	T
desfavorable	A	1-1	condicións desfavorables .	impresión desfavorable .	T
exento	A	3-4	ningunha beleza está exenta do envellecemento .	unha beleza dalgún xeito exenta do proceso de envellecemento .	T
simbolizar	V	7-2	estes pintores crían que os artistas debían simbolizar .	o poeta simboliza o amor neste poema .	T
agresivo	A	2-4	un empresario agresivo .	un xogador de baloncesto agresivo .	T
coidadoso	A	0-1	coidadoso co seu comportamento .	son coidadosos ao cruzar a rúa con moito tráfico .	T
alento	N	1-2	o alento agre dese mozo ofendiuna .	o seu alento agre desagradoume .	T
simple	A	1-3	alimentación simple .	un traxe azul simple .	T
extraxudicial	A	1-2	penalidade extraxudicial .	unha sanción extraxudicial .	T
resto	N	2-4	desbotou o resto .	non quedaba nin un resto .	T
dólar	N	3-3	el adoraba o dólar .	o signo do dólar non significa nada para el .	T
depender	V	3-2	a túa puntuación dependerá dos teus deberes .	o resultado depende dos resultados das eleccións .	T
sensible	A	5-0	as follas da mimosa son sensibles ao tacto .	sensible á luz .	T
lamentable	A	6-2	as miñas finanzas estaban nun estado lamentable .	unha decisión lamentable .	T
máxico	A	2-2	os sinais máxicos que protexen contra a influencia adversa .	un feitizo máxico .	T
precisión	N	2-3	manexábao coa precisión dun autómata .	observe a meticulosa precisión das súas medicións .	T
argumentativo	A	0-5	argumentativa chegando a ser rabuda .	un neno intelixente , pero argumentativo .	T
insubordinado	A	1-4	nenos insubordinados .	unha historia de comportamento insubordinado .	T
tarde	R	1-3	espertamos tarde .	os nenos chegaron tarde á escola .	T
vestido	A	5-0	orgulloso da súa familia ben vestida .	vestido e na súa mente correcta- biblia .	T
renovable	A	1-2	subscricións renovables .	un aluguer renovable .	T
presente	A	3-0	o asasino está presente nesta habitación .	presente na creación .	T
totalidade	N	2-5	indignado pola totalidade da destrución .	ler o artigo na súa totalidade .	T
mellor	A	3-1	produce unha rateira mellor .	unha mellor oportunidade de éxito .	T
estadista	A	3-2	unha solución de estadista das actuais perplexidades- v.l.parrington .	unha solución estadista das perplexidades actuais (v. l. parrington) .	T
atípico	A	2-4	o comportamento atípico non é o tipo de resposta que podemos esperar dos nenos .	unha clase de brións atípicos .	T
resentido	A	0-3	resentido coa forma como foi tratado .	unha actitude solemne resentida .	T
meritorio	A	5-2	toda unha vida de traballo meritorio .	un comportamento meritorio .	T
dependente	A	0-1	dependente da humidade .	fillos dependentes .	T
disfunción	N	0-0	disfunción eréctil .	disfunción sexual .	T
regular	A	1-1	chamadas regulares aos seus clientes .	comidas regulares .	T
seco	A	1-1	clima seco .	roupa seca .	T
profundo	A	6-2	bateron a pelota a medio campo profundo .	un ben profundo .	T
violento	A	1-2	ataque violento .	sentín unha violenta antipatía .	T
nacional	A	1-2	eleccións nacionais .	o goberno nacional .	T
produtivo	A	2-1	foron anos produtivos .	terra produtiva .	T
conectado	A	5-2	levou unha descarga dun cable conectado .	unha bomba conectada .	T
escintilante	A	0-3	escintilante mica .	os seus ollos escintilantes eran fríos e malévolos .	T
verbal	A	6-3	un bo poeta é un artista verbal .	un escritor meramente verbal que sacrifica o contido de son .	T
profético	A	1-1	escritos proféticos .	poderes proféticos .	T
imprudente	A	1-3	sería imprudente aceptar a oferta .	tomou as medidas imprudentes de ir ao público coas acusacións .	T
indolente	A	1-2	empregados indolentes .	un verdugo indolente .	T
oficina	N	0-0	oficina de administración e orzamento .	oficina do censo .	T
sexy	A	1-1	roupa sexy .	síntome sexy .	T
realista	A	1-2	retrato realista .	unha novela realista .	T
pobre	A	1-3	alimentos pobres en valor nutritivo .	era unha área pobre en madeira e carbón .	T
pobre	A	8-10	deploramos a diferenza entre países ricos e países pobres .	lamentou a grande distancia que existe entre países ricos e pobres .	T
pobre	A	5-3	o país tiña unha economía pobre .	vivían na parte pobre da cidade .	T
vexetal	A	1-4	capa vexetal en descomposición que cobre o chan do bosque .	rexións ricas en produtos vexetais .	T
indivisible	A	2-2	unha nación indivisible .	unha unión indivisible dos estados .	T
desatento	A	2-2	os alumnos desatentos .	unha canguro desatenta .	T
cuberto	A	2-1	unha terraza cuberta .	vagóns cubertos .	T
difícil	A	8-2	os lugares de nidificación nos acantilados son de difícil acceso .	unha tarefa difícil .	T
fillo	N	4-2	puideron mandar os seus fillos á universidade .	tiveron tres fillos .	T
cabelo	N	1-2	cada cabelo está composto por capas de células mortas queratinizadas .	teño un cabelo na sopa .	T
unidireccional	A	1-2	fluxo unidireccional .	unha visión unidireccional para un problema .	T
provisional	A	1-3	goberno provisional .	só un calendario provisional .	T
ser	V	2-4	estes cartos son os meus únicos ingresos .	o muro de pedra foi o pano de fondo da actuación .	T
falso	A	1-2	emoción falsa .	un príncipe falso .	T
responsable	A	1-2	adulto responsable .	unha posición responsable .	T
indefinido	A	2-2	nalgún sentido indefinido de excitación .	unha autoridade indefinida .	T
inquedo	A	3-2	os agricultores estaban inquedos ata que a choiva finalmente chegou .	unha calma inqueda .	T
nobre	A	2-9	unha árbore nobre .	uns policías de mirada severa estaban sentados montando cabalos nobres .	T
fisible	A	1-2	materiais fisibles .	un núcleo fisible .	T
profundo	A	1-2	concentración profunda .	unha respiración profunda .	T
cheo	A	2-2	un ceo cheo de estrelas .	un copo cheo .	T
manto	N	1-1	un manto de piollos .	un manto de rizos axustados .	T
explosivo	A	2-1	un temperamento explosivo .	violencia explosiva .	T
positivo	A	4-2	as críticas foron todas positivas .	un beneficio positivo .	T
sabio	A	1-1	comentario sabio e perspicaz .	líder sabio .	T
infeliz	A	6-0	despois do argumento caeron nun silencio infeliz .	infeliz co seu aumento .	T
antiséptico	A	6-5	dise que a maiorana posúe calidades antisépticas .	o alcohol ten un efecto antiséptico .	T
desagradable	A	1-2	clima desagradable .	un cheiro desagradable .	T
secular	A	1-1	arquitectura secular .	drama secular .	T
compatible	A	4-4	os seus actos foron compatibles coa súa ideoloxía .	unha parella de matrimonio compatible .	T
infeliz	A	0-2	infeliz pola súa saída .	parece tan infeliz .	T
lingüístico	A	1-1	atlas lingüístico .	comportamento lingüístico .	T
bo	A	3-3	unha pintura exterior boa .	unha tarxeta de boa fama .	T
esixente	A	6-2	certos xerófitos altamente especializados son moi esixentes nos seus requisitos .	os microorganismos esixentes .	T
nunca	R	0-0	nunca esquecerei este día .	nunca estiven na china .	T
malicioso	A	1-3	dixomedíxomes maliciosos .	experimentou un pracer malicioso na observación das miñas carantoñas (rudyard kipling) .	T
estético	A	7-2	as ilustracións fixeron do libro un éxito estético .	un sentimento estético .	T
mutable	A	2-1	as formas inmutables da fortuna .	substancia mutable .	T
preocupado	A	1-2	está preocupada porque o seu fillo marchou de casa .	os pais preocupados .	T
inventario	N	4-5	pode ser necesario un inventario para ver se falta algunha cousa .	todos os meses realizaba un inventario .	T
aínda	R	0-0	aínda que non nos gustabamos uns dos outros , a pesar de todo estivemos de acordo .	aínda que teño un pouco de medo , quero probalo .	T
evidente	A	1-5	é evidente que non é reaccionario .	os efectos da seca son evidentes para quen ve os campos resecos .	T
privado	A	1-7	conversas privadas .	o ex presidente agora é un cidadán privado .	T
caprichoso	A	2-3	un rexeitamento caprichoso .	vítimas de persecucións caprichosas .	T
asexual	A	1-1	espora asexual .	reproducción asexual .	T
anfibio	A	4-2	as ras son animais anfibios .	os vehículos anfibios .	T
confiar	V	9-1	ela é unha persoa na que realmente se pode confiar nos momentos difíciles .	pode confiar na súa discreción .	T
preocupado	A	1-1	estaba preocupado polo futuro .	sentímonos preocupados polo cumprimento da tarefa .	T
inaceptable	A	2-2	unha palabra inaceptable na sociedade .	unha violación inaceptable da liberdade persoal .	T
profundo	A	2-0	caía nun profundo sono .	profundo sono sen espertar .	T
intratable	A	1-4	disposición intratable .	é o problema máis intratable da nosa era .	T
consciente	A	0-1	consciente das súas faltas .	permaneceu consciente durante a operación .	T
potente	A	3-1	é unha toxina potente .	unha potente cunca de té , unha bebida ríxida .	T
académico	A	1-2	buscas académicas .	un tratado académico .	T
filosófico	A	1-2	rendición filosófica .	unha actitude filosófica cara á vida .	T
escarpado	A	1-1	as escarpadas escaleiras do ático .	penedos escarpados .	T
falante	A	6-2	os seres humanos , os animais falantes .	unha parte falante no xogo .	T
único	A	1-1	o único exemplo .	o único herdeiro .	T
distinguible	A	1-7	diferenzas distinguibles entre os xemelgos .	só o brillo do seu metal era distinguible na escuridade .	T
absoluto	A	1-1	alcol absoluto .	verdade absoluta .	T
susceptible	A	0-0	susceptible a arrefriados .	susceptible de probas .	T
coidadoso	A	1-5	é coidadoso para manter os zapatos limpos .	fixo unha investigación moi coidadosa .	T
sorprendente	A	2-4	gañou unha sorprendente cantidade de diñeiro .	o informe mostra unha sorprendente falta de datos factuais duros .	T
necesidade	N	3-3	deus non ten necesidade de homes para realizar o seu traballo .	satisfacía a súa necesidade de afecto .	T
superficial	A	4-4	o informe era tan superficial que non daba unha verdadeira imaxe do problema .	o seu pensamento era superficial e confuso .	T
algún	A	0-0	algunhas rosas aínda estaban florecendo .	algúns amigos .	T
experimentar	V	2-2	o compositor experimentou cun novo estilo .	os alumnos experimentan sexualmente .	T
múltiple	A	2-1	as realizacións múltiples da vida pública .	parto múltiple .	T
nocivo	A	1-2	ideas nocivas .	residuos químicos nocivos .	T
fácil	A	1-2	ordenadores fáciles .	unha novela fácil para o lector .	T
perecedoiro	A	1-6	alimentos perecedoiros como a manteiga e as froitas .	o noso planeta neste momento é perecedoiro .	T
temperado	A	3-4	plantas de clima temperado .	unha rexión de clima temperado .	T
capaz	A	0-0	capaz de gañar .	capaz de traballar duro .	T
activo	A	2-6	un antagonismo activo .	un director que ten un interese activo nas operacións corporativas .	T
asesor	N	4-1	os estados unidos enviaron asesores militares a guatemala .	un asesor axudou aos estudantes a seleccionar os seus cursos .	T
forte	A	2-4	un home forte .	un sinal de radio forte .	T
adictivo	A	1-1	comportamento adictivo .	drogas adictivas .	T
único	A	1-2	dun único espesor .	o seu único pensamento era que tiña que escapar .	T
reticulado	A	2-4	as veas reticuladas dunha folla .	un sistema de estradas reticulado .	T
sinistro	A	1-2	nubes sinistras de tormenta .	un sorriso sinistro .	T
último	A	1-2	o último partido da tempada .	tivo a última palabra .	T
escorregadizo	A	5-1	as rúas aínda son moi escorregadizas coa choiva .	beirarrúas escorregadizas .	T
cambiar	V	0-2	cambiar a unha marca de cervexa .	o coche cambiou de carretera .	T
sanguinario	A	6-1	foi detrás dos colaboradores cunha furia sanguinaria que encheu a terra de sangue de g.w.johnson .	tirano sanguinarios .	T
próspero	A	3-1	fixo un negocio próspero en orquídeas .	un próspero centro turístico .	T
popular	A	8-3	ese tipo específico de bonecas xa non é popular .	unha atracción turística popular .	T
irónico	A	2-2	un sorriso irónico .	unha novela irónica .	T
servil	A	2-3	as tarefas servís como fregar o chan e traballar nas cortes .	o criado incurablemente servil .	T
discreto	A	3-2	o seu asesor discreto e de confianza .	o seu discreto asesor .	T
estipular	V	2-2	o contrato estipula as datas dos pagamentos .	o testamento estipula que pode vivir en casa o resto da súa vida .	T
persuasivo	A	1-2	elocuencia persuasiva .	un argumento persuasivo .	T
canso	A	3-2	as nais están cansas debido aos choros dos seus bebes .	está demasiado canso para comer .	T
caro	A	1-2	roupa cara .	unha tenda cara .	T
prospectivo	A	1-2	beneficios prospectivos .	unha nai prospectiva .	T
último	A	1-0	en último lugar .	último premio .	T
analizado	A	2-3	os datos analizados indican tendencias sorprendentes .	un poema coidadosamente analizado pode ser como unha bolboreta morta presa nunha táboa .	T
mesmo	A	3-1	dúas nenas da mesma idade .	o mesmo día do ano seguinte .	T
respectuoso	A	2-2	un comportamento respectuoso .	unha mirada respectuosa .	T
parcial	A	1-2	descrición parcial do sospeitoso .	unha descrición parcial .	T
inclusivo	A	8-2	o seu concepto de historia é moderno e inclusivo .	unha taxa inclusiva .	T
descoidado	A	0-2	descoidado e pouco coidado nos seus hábitos persoais .	un cuarto descoidado .	T
mental	A	1-1	cálculos mentais .	imaxes mentais de tempos felices .	T
significativo	A	1-2	detalles significativos .	unha contribución significativa .	T
infeliz	A	2-2	unha noite infeliz para todos os implicados .	unha volta infeliz de eventos .	T
